Running for 480.0 seconds (480 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:19:12   1.3   0.0   1.0  97.7   0.0    2   4995   3612    0    0    0   6.15 
16:19:13   0.4   0.0   0.6  99.1   0.0    4   4161   2803    0    0    0   6.14 
16:19:14   0.4   0.0   0.7  98.9   0.0    4   4106   2793    0    0    0   6.11 
16:19:15   0.7   0.0   1.1  98.1   0.1    1   4474   3067    6    6    6   6.10 
16:19:16   1.2   0.0   0.9  97.9   0.0    2   5180   3541    0    0    0   6.10 
16:19:17   0.4   0.0   0.6  99.0   0.0    2   3998   2734    0    0    0   6.13 
16:19:18   0.5   0.0   0.5  99.0   0.0    3   3743   2576    0    0    0   6.13 
16:19:19   0.6   0.0   0.7  98.7   0.0    2   3572   2454    0    0    0   6.05 
16:19:20   0.6   0.0   0.8  98.6   0.0    3   4264   2895    1    1    0   6.05 
16:19:21   1.9   0.0   1.2  96.9   0.0    1   6120   4241    5    5    6   6.01 
16:19:22   0.4   0.0   0.5  99.1   0.0    2   4166   2831    0    0    0   6.03 
16:19:23   0.4   0.0   0.8  98.8   0.0    2   4092   2797    0    0    0   6.05 
16:19:24   0.4   0.0   0.8  98.7   0.0    3   3887   2673    0    0    0   6.02 
16:19:25   0.4   0.0   0.8  98.7   0.0    3   4323   2975    0    0    0   6.02 
16:19:26   1.3   0.0   1.0  97.4   0.3    3   5157   3635    6    6    6   5.95 
16:19:27   0.4   0.0   0.7  98.9   0.0    2   3945   2727    0    0    0   5.95 
16:19:28   0.5   0.0   0.7  98.8   0.0    2   4091   2848    0    0    0   6.02 
16:19:29   0.4   0.0   0.5  99.1   0.0    2   3783   2657    0    0    0   6.02 
16:19:30   0.6   0.0   0.6  98.9   0.0    2   3490   2362    0    0    0   5.94 
16:19:31   1.9   0.0   1.1  96.8   0.2    2   5850   4091    6    6    6   5.94 
16:19:32   0.4   0.0   0.7  98.9   0.0    2   3798   2570    0    0    0   5.97 
16:19:33   0.4   0.0   0.4  99.2   0.0    2   3281   2236    0    0    3   5.98 
16:19:34   0.2   0.1   0.6  99.1   0.1    2   3946   2651    0    0    0   5.96 
16:19:35   0.3   0.0   0.4  99.3   0.0    3   3394   2282    0    0    0   5.88 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:19:36   0.9   0.0   1.2  97.9   0.0    2   4822   3368    6    6    7   5.88 
16:19:37   0.3   0.0   0.6  99.1   0.0    1   3503   2397    0    0    0   5.88 
16:19:38   0.3   0.0   0.6  99.1   0.0    3   3612   2467    0    0    0   5.88 
16:19:39   0.6   0.0   0.6  98.9   0.0    3   3704   2496    0    0    0   5.83 
16:19:40   0.2   0.0   0.6  99.1   0.1    2   3599   2422    0    0    0   5.83 
16:19:41   1.4   0.0   1.4  97.1   0.0    1   5476   3783    6    6    6   5.79 
16:19:42   0.3   0.0   0.6  99.1   0.0    3   3527   2400    0    0    0   5.79 
16:19:43   0.3   0.0   0.6  99.2   0.0    2   3631   2452    0    0    0   5.83 
16:19:44   0.5   0.0   0.6  98.7   0.2    2   3876   2600    0    0    0   5.74 
16:19:45   0.2   0.0   0.6  99.2   0.0    1   3622   2445    0    0    0   5.74 
16:19:46   1.1   0.0   1.5  97.4   0.0    3   5071   3543    6    6    6   5.70 
16:19:47   0.3   0.0   0.6  99.2   0.0    2   3508   2393    0    0    0   5.70 
16:19:48   0.5   0.0   0.6  98.8   0.1    3   3546   2432    0    0    0   5.70 
16:19:49   0.3   0.0   0.6  99.2   0.0    2   3421   2357    0    0    0   5.80 
16:19:50   0.6   0.0   0.7  98.7   0.0    2   3842   2639    0    0    0   5.76 
16:19:51   1.1   0.0   1.3  97.6   0.0    2   4740   3289    6    6    6   5.76 
16:19:52   1.3   0.0   0.7  98.0   0.0    3   4744   3905   11    0    0   5.76 
16:19:53   0.2   0.0   0.7  98.9   0.2    2   3443   2343    0    0    1   5.78 
16:19:54   0.3   0.0   0.5  99.2   0.0    2   3255   2243    0    0    0   5.75 
16:19:55   0.2   0.0   0.5  99.3   0.0    2   3520   2397    0    0    0   5.71 
16:19:56   0.9   0.0   1.1  98.0   0.0    1   4728   3293    6    6    6   5.71 
16:19:57   0.3   0.0   0.7  99.1   0.0    2   3511   2397    0    0    0   5.72 
16:19:58   0.2   0.0   0.6  99.2   0.0    3   3624   2453    0    0    0   5.72 
16:19:59   0.2   0.0   0.4  99.3   0.1    2   3585   2412    0    0    0   5.66 
16:20:00   0.2   0.0   0.6  99.2   0.0    2   3440   2337    0    0    1   5.66 
16:20:01   1.4   0.0   1.3  97.4   0.0    2   5353   3743    6    6    6   5.66 
16:20:02   0.3   0.0   0.6  99.1   0.0    2   3854   2615    0    0    0   5.65 
16:20:03   0.3   0.0   0.6  99.1   0.0    1   3391   2345    0    0    0   5.77 
16:20:04   0.3   0.0   0.6  99.1   0.0    1   3554   2436    0    0    0   5.69 
16:20:05   0.4   0.0   0.6  98.7   0.2    1   3495   2389    0    0    0   5.69 
16:20:06   0.9   0.0   1.3  97.9   0.0    2   4624   3211    6    6    6   5.65 
16:20:07   0.3   0.0   0.6  99.1   0.0    2   3768   2560    0    0    0   5.65 
16:20:08   0.2   0.0   0.5  99.3   0.0    2   3649   2496    0    0    0   5.67 
16:20:09   0.3   0.0   0.6  99.1   0.0    3   3280   2247    0    0    0   5.67 
16:20:10   0.3   0.0   0.6  99.2   0.0    2   3418   2348    0    0    0   5.59 
16:20:11   0.9   0.0   1.1  97.7   0.2    2   4970   3472    6    6    6   5.59 
16:20:12   0.6   0.0   0.7  98.7   0.0    2   4250   2923    0    0    0   5.58 
16:20:13   0.3   0.0   0.6  99.1   0.0    3   3658   2535    0    0    0   5.67 
16:20:14   0.3   0.0   0.4  99.2   0.0    3   3348   2279    0    0    0   5.67 
16:20:15   0.2   0.0   0.6  99.2   0.0    4   3566   2432    0    0    0   5.61 
16:20:16   0.8   0.0   1.1  97.9   0.3    2   4440   3144    6    6    6   5.61 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:20:17   0.6   0.0   0.7  98.7   0.0    4   4150   2813    0    0    0   5.60 
16:20:18   0.3   0.0   0.8  99.0   0.0    2   3544   2445    0    0    0   5.60 
16:20:19   0.3   0.0   0.5  99.2   0.0    2   3712   2551    0    0    0   5.60 
16:20:20   0.2   0.0   0.5  99.3   0.0    1   3260   2265    0    0    0   5.60 
16:20:21   1.1   0.0   0.7  98.0   0.3    2   4448   3111    6    6    6   5.57 
16:20:22   0.8   0.0   0.6  98.6   0.0    2   4209   2880    0    0    0   5.55 
16:20:23   0.2   0.0   0.7  99.1   0.0    2   3644   2520    0    0    0   5.57 
16:20:24   0.4   0.0   0.4  99.2   0.0    2   3272   2266    1    0    0   5.53 
16:20:25   0.3   0.0   0.6  99.1   0.0    2   3539   2526    0    0    8   5.53 
16:20:26   0.7   0.0   0.8  98.4   0.1    2   3679   2623    6    6    6   5.58 
16:20:27   0.8   0.0   0.8  98.4   0.0    2   4495   3099    0    0    0   5.58 
16:20:28   0.3   0.0   0.8  99.0   0.0    2   3414   2353    0    0    0   5.58 
16:20:29   0.2   0.0   0.6  99.2   0.0    2   3224   2220    0    0    0   5.59 
16:20:30   0.3   0.0   0.7  99.1   0.0    2   3327   2300    0    0    0   5.56 
16:20:31   0.3   0.0   0.5  99.2   0.0    3   3299   2269    0    0    0   5.56 
16:20:32   1.3   0.0   1.3  97.5   0.0    2   5500   3880    6    6    6   5.52 
16:20:33   0.3   0.0   0.6  99.1   0.0    3   3781   2745    0    0    0   5.52 
16:20:34   0.3   0.0   0.4  99.3   0.0    2   3583   2423    0    0    0   5.64 
16:20:35   0.1   0.0   0.6  99.2   0.0    3   3638   2469    0    0    0   5.58 
16:20:36   0.3   0.0   0.8  99.0   0.0    2   3738   2496    0    0    0   5.58 
16:20:37   1.1   0.0   1.0  97.9   0.1    3   4862   3411    6    6    6   5.62 
16:20:38   0.3   0.0   0.4  99.3   0.0    1   3507   2366    0    0    0   5.62 
16:20:39   0.2   0.0   0.5  99.3   0.0    1   3660   2425    0    0    0   5.62 
16:20:40   0.4   0.0   0.3  99.3   0.0    3   3422   2295    0    0    0   5.61 
16:20:41   0.3   0.0   0.7  99.1   0.0    2   3661   2454    0    0    0   5.55 
16:20:42   1.5   0.0   0.9  97.3   0.3    2   5654   3845    6    6    6   5.53 
16:20:43   0.3   0.0   0.5  99.2   0.0    3   3995   2679    0    0    0   5.55 
16:20:44   0.3   0.0   0.6  99.1   0.0    4   3646   2460    0    0    0   5.56 
16:20:45   0.2   0.0   0.7  99.1   0.0    2   3593   2440    0    0    0   5.56 
16:20:46   0.3   0.0   0.4  99.2   0.0    2   3555   2399    0    0    0   5.56 
16:20:47   1.2   0.0   1.1  97.5   0.3    2   5185   3594    6    6    7   5.51 
16:20:48   0.3   0.0   0.7  98.9   0.1    3   3799   2591    0    0    0   5.53 
16:20:49   0.1   0.0   0.6  99.2   0.0    2   3908   2637    0    0    1   5.53 
16:20:50   0.3   0.0   0.5  99.2   0.0    2   3626   2474    0    0    0   5.59 
16:20:51   0.2   0.0   0.4  99.4   0.0    2   3620   2453    0    0    0   5.59 
16:20:52   4.5   0.0   1.8  93.7   0.0    4  10435   6826    7    6    6   5.53 
16:20:53   3.0   0.0   1.5  95.4   0.1    1   8943   6113    0    0    0   5.79 
16:20:54  11.1   0.0   2.7  86.2   0.0    5  13122   9021   11    2    2   5.79 
16:20:55   4.6   0.0   1.7  93.7   0.0    3  10041   6857    0    0    0   6.24 
16:20:56   5.3   0.0   0.8  93.9   0.0    2   8156   5483    0    0    0   6.24 
16:20:57   4.3   0.0   1.5  94.0   0.2    4   7714   5430    6    6    6   6.37 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:20:58   5.0   0.0   1.3  93.7   0.1    2   8207   5627    0    0    1   6.37 
16:20:59   4.8   0.0   1.4  93.8   0.0   13   7743   5220    0    0    0   6.53 
16:21:00   5.6   0.0   1.0  93.4   0.0    3   7494   5348    0    0    0   6.56 
16:21:01   3.4   0.0   0.9  95.7   0.0    4   7547   4978    0    0    0   6.69 
16:21:02   5.1   0.0   2.0  92.9   0.0    1   8733   5928    6    6    6   6.68 
16:21:03   3.8   0.0   1.4  94.7   0.1    2   7150   4979    0    0    0   6.76 
16:21:04   4.3   0.0   1.0  94.7   0.0    1   7636   5213    0    0    0   6.90 
16:21:05   3.6   0.0   0.9  95.5   0.0    2   6792   4694    0    0    0   6.90 
16:21:06   4.6   0.0   1.3  94.2   0.0    3   8283   5689    0    0    0   7.04 
16:21:07   3.9   0.0   1.4  94.7   0.0    2   8556   6150    6    6    6   7.04 
16:21:08   0.5   0.0   0.8  98.6   0.2    3   3849   2692    0    0    0   7.10 
16:21:09   0.5   0.0   0.7  98.8   0.0    3   4389   3049    0    0    0   7.10 
16:21:10   2.5   0.0   0.9  96.7   0.0    3   6303   4092    0    0    1   6.94 
16:21:11   4.5   0.0   1.8  93.7   0.0    4  10550   6896    0    0    0   6.90 
16:21:12   3.1   0.0   1.1  95.8   0.0    3   6658   4847    6    6    6   6.97 
16:21:13   2.8   0.0   1.1  96.0   0.0    1   6584   4539    0    0    0   6.94 
16:21:14   1.7   0.0   0.8  97.3   0.2    5   5525   3873    0    0    0   6.94 
16:21:15   1.3   0.0   0.9  97.8   0.0    2   4629   3131    0    0    0   6.94 
16:21:16   0.0   0.0   0.5  99.5   0.0    2   3566   2456    0    0    0   6.92 
16:21:17   0.9   0.0   1.0  98.0   0.0    1   4222   3003    6    6    6   6.80 
16:21:18   0.6   0.0   0.5  98.9   0.0    3   4085   2805    0    0    0   6.80 
16:21:19   0.4   0.0   0.4  99.2   0.0    2   3770   2656    0    0    0   6.66 
16:21:20   0.1   0.0   0.2  99.5   0.2    2   1124    839    0    0    0   6.66 
16:21:21   6.7   0.0   1.2  92.1   0.0    2   6277   4711    0    0    0   6.45 
16:21:22   4.1   0.0   1.0  94.9   0.0    2   6089   4297    6    6    6   6.46 
16:21:23   5.9   0.0   1.6  92.5   0.0    1   7711   5449    0    0    0   6.46 
16:21:24   4.0   0.0   1.3  94.7   0.0    3   8265   5520    0    0    0   6.55 
16:21:25   1.8   0.0   0.9  97.3   0.0    3   5353   3752    0    0    0   6.55 
16:21:26   3.3   0.0   1.1  95.4   0.2    2   6763   4767    0    0    0   6.56 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Average   1.5   0.0   0.7  97.8   0.0  2.3 4072.8 2802.8  1.4  1.2  1.4   5.80 
 GeoMean   0.0   0.0   0.0  97.7   0.0  2.1 3149.4 2239.8  0.0  0.0  0.0   5.73 
  StdDev   1.9   0.0   0.5   2.3   0.1  1.1 2654.6 1712.5  2.7  2.3  2.4   0.86 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
 Minimum   0.0   0.0   0.0  86.2   0.0  1.0  698.0  544.0  0.0  0.0  0.0   3.92 
 Maximum  11.1   0.1   2.9 100.0   0.3 13.0 16149.0 9021.0 14.0  9.0  9.0   7.71 
-------- ----- ----- ----- ----- ----- ---- ------ ------ ---- ---- ---- ------ 
Summary:
System:   5.80 Watts on average with standard deviation 0.86  
Running for 480.0 seconds (480 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:21:27   1.3   0.0   1.3  97.4   0.0    1   5222   3721    6    6    7   6.56 
16:21:28   0.5   0.0   0.8  98.7   0.0    1   4098   2785    0    0    0   6.62 
16:21:29   0.3   0.0   0.5  99.2   0.0    1   3249   2262    0    0    0   6.62 
16:21:30   0.1   0.0   0.6  99.3   0.0    2   3108   2148    0    0    0   6.50 
16:21:31   0.2   0.0   0.6  99.2   0.0    2   3373   2328    0    0    0   6.50 
16:21:32   0.8   0.0   0.8  98.2   0.2    3   3607   2628    6    6    6   6.33 
16:21:33   0.8   0.0   0.6  98.6   0.0    1   4168   2849    0    0    0   6.25 
16:21:34   0.1   0.0   0.6  99.2   0.0    1   3157   2178    0    0    0   6.25 
16:21:35   0.2   0.0   0.6  99.2   0.0    1   3394   2375    0    0    0   6.19 
16:21:36   0.1   0.0   0.4  99.5   0.0    2   3332   2307    0    0    0   6.19 
16:21:37   0.3   0.0   0.9  98.7   0.0    1   3497   2595    6    6    6   6.09 
16:21:38   0.8   0.0   0.6  98.5   0.0    1   4470   3057    0    0    0   6.09 
16:21:39   0.3   0.0   0.4  99.2   0.0    1   3433   2331    0    0    0   6.12 
16:21:40   0.1   0.0   0.6  99.3   0.0    1   3214   2195    0    0    0   6.13 
16:21:41   0.1   0.0   0.7  99.2   0.0    2   3110   2143    0    0    0   6.01 
16:21:42   0.3   0.0   0.9  98.8   0.1    2   3611   2468    1    1    1   5.93 
16:21:43   1.1   0.0   0.7  98.2   0.0    1   4498   3129    5    5    5   5.93 
16:21:44   0.3   0.0   0.7  99.0   0.0    3   3345   2279    0    0    0   5.96 
16:21:45   0.1   0.0   0.6  99.3   0.0    2   3144   2174    0    0    0   5.96 
16:21:46   0.1   0.0   0.8  99.1   0.0    2   2914   2030    0    0    0   5.85 
16:21:47   0.2   0.0   0.5  99.3   0.0    2   3348   2288    0    0    0   5.85 
16:21:48   1.0   0.0   0.9  98.0   0.1    2   4699   3294    6    6    6   5.79 
16:21:49   0.1   0.0   0.6  99.3   0.0    2   3387   2326    0    0    0   5.79 
16:21:50   0.1   0.0   0.6  99.3   0.0    2   3138   2136    0    0    0   5.85 
16:21:51   0.1   0.0   0.9  98.9   0.0    2   3182   2193    0    0    0   5.76 
16:21:52   0.3   0.0   0.4  99.3   0.0    2   2785   1929    0    0    0   5.76 
16:21:53   1.1   0.0   1.2  97.5   0.1    2   4732   3297    6    6    6   5.70 
16:21:54   0.3   0.0   0.4  99.3   0.0    2   3752   2682    0    0    7   5.70 
16:21:55   0.1   0.0   0.6  99.2   0.0    3   3025   2096    0    0    0   5.73 
16:21:56   0.1   0.0   0.7  99.2   0.0    2   3282   2245    0    0    0   5.73 
16:21:57   0.2   0.0   0.3  99.5   0.0    2   3273   2208    0    0    0   5.65 
16:21:58   1.1   0.0   0.9  97.9   0.0    2   4658   3199    6    6    6   5.65 
16:21:59   0.3   0.0   0.6  98.9   0.2    1   3317   2237    0    0    0   5.62 
16:22:00   0.2   0.0   0.4  99.4   0.0    3   3301   2239    0    0    2   5.63 
16:22:01   0.2   0.0   0.6  99.2   0.0    3   3398   2295    0    0    0   5.59 
16:22:02   0.2   0.0   0.6  99.2   0.1    2   3226   2223    2    0    2   5.59 
16:22:03   1.2   0.0   1.0  97.8   0.0    1   4846   3371    6    6    6   5.59 
16:22:04   0.3   0.0   0.8  99.0   0.0    2   3441   2369    0    0    0   5.67 
16:22:05   0.3   0.0   0.6  99.1   0.0    2   3575   2408    0    0    0   5.67 
16:22:06   0.3   0.0   0.6  99.2   0.0    2   3545   2396    0    0    0   5.61 
16:22:07   0.1   0.0   0.5  99.4   0.0    2   3272   2209    0    0    0   5.61 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:22:08   1.3   0.0   1.1  97.5   0.1    2   4905   3426    6    6    6   5.59 
16:22:09   0.2   0.0   0.6  99.2   0.0    3   3233   2209    0    0    0   5.59 
16:22:10   0.1   0.0   0.6  99.3   0.0    2   3290   2207    0    0    0   5.61 
16:22:11   0.2   0.0   0.4  99.4   0.0    2   3299   2254    0    0    0   5.54 
16:22:12   0.1   0.0   0.7  99.2   0.0    2   3289   2236    0    0    0   5.54 
16:22:13   0.8   0.0   1.1  97.9   0.3    2   4770   3347    7    6    7   5.50 
16:22:14   4.9   0.0   1.1  94.1   0.0    4   6710   4869    9    0    0   5.50 
16:22:15   5.4   0.0   1.4  93.2   0.0    3   8903   5973    1    0    1   5.62 
16:22:16   3.6   0.0   1.0  95.4   0.0    2   6956   4825    0    0    0   5.62 
16:22:17   4.1   0.0   1.3  94.5   0.0    1   8688   5852    0    0    0   5.87 
16:22:18   4.6   0.0   1.4  94.0   0.0    1   8679   6180    6    6    6   5.87 
16:22:19   1.1   0.0   0.9  97.9   0.0    6   5415   3763    3    0    0   6.14 
16:22:20   6.4   0.0   1.9  91.7   0.0    3  12035   8321    0    0    0   6.14 
16:22:21   7.3   0.0   2.2  90.5   0.0    2  14048   8939    3    2    2   6.35 
16:22:22   6.5   0.0   1.3  92.2   0.0    3  11997   8273    0    0    0   6.60 
16:22:23   1.3   0.0   1.3  97.2   0.3    7   5614   3943    6    6    6   6.60 
16:22:24   0.4   0.0   0.6  99.0   0.0    2   3941   2695    0    0    0   6.86 
16:22:25   0.2   0.0   0.5  99.3   0.0    3   3343   2300    0    0    0   6.86 
16:22:26   0.2   0.0   0.4  99.4   0.0    2   3533   2453    0    0    0   6.69 
16:22:27   0.1   0.0   0.7  99.2   0.0    1   3428   2394    0    0    0   6.69 
16:22:28   0.8   0.0   1.0  98.1   0.1    2   4749   3322    6    6    6   6.51 
16:22:29   0.3   0.0   0.7  99.0   0.0    2   3752   2562    0    0    0   6.50 
16:22:30   0.5   0.0   0.6  98.9   0.0    1   3833   2652    0    0    0   6.48 
16:22:31   0.1   0.0   0.6  99.3   0.0    4   3246   2258    0    0    0   6.41 
16:22:32   0.2   0.0   0.7  99.1   0.0    2   3082   2117    0    0    0   6.41 
16:22:33   1.6   0.0   1.0  97.3   0.1    3   4871   3453    6    6    6   6.25 
16:22:34   0.5   0.0   0.5  99.0   0.0    2   4038   2795    0    0    0   6.25 
16:22:35   0.1   0.0   0.7  99.2   0.0    2   3654   2540    0    0    0   6.21 
16:22:36   0.6   0.0   0.8  98.6   0.0    2   3367   2363    0    0    1   6.21 
16:22:37   0.1   0.0   0.6  99.4   0.0    3   3196   2217    0    0    0   6.07 
16:22:38   0.7   0.0   1.0  98.0   0.3    2   4229   3060    6    6    6   6.08 
16:22:39   0.4   0.0   0.6  98.9   0.0    3   4000   2749    0    0    0   6.01 
16:22:40   0.3   0.0   0.7  99.1   0.0    3   3342   2336    0    0    0   5.98 
16:22:41   0.1   0.0   0.6  99.2   0.0    2   3337   2428    0    0    0   5.98 
16:22:42   0.2   0.0   0.4  99.4   0.0    2   3146   2147    0    0    0   5.89 
16:22:43   1.0   0.0   0.9  98.0   0.0    1   4937   3500    6    6    6   5.89 
16:22:44   0.8   0.0   0.8  98.4   0.0    4   4243   2886    0    0    0   5.88 
16:22:45   0.1   0.0   0.6  99.2   0.0    2   3368   2304    0    0    0   5.88 
16:22:46   0.2   0.0   0.6  99.2   0.0    2   3509   2367    0    0    0   5.84 
16:22:47   0.1   0.0   0.4  99.5   0.0    3   3368   2307    0    0    0   5.84 
16:22:48   0.5   0.0   1.1  98.4   0.1    1   3923   2790    6    6    6   5.78 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:22:49   0.9   0.0   0.8  98.4   0.0    2   4463   3053    0    0    0   5.76 
16:22:50   0.1   0.0   0.7  99.2   0.0    3   3488   2400    0    0    0   5.80 
16:22:51   0.3   0.0   0.6  99.2   0.0    1   3324   2279    0    0    0   5.79 
16:22:52   0.1   0.0   0.6  99.3   0.0    1   3374   2323    0    0    3   5.79 
16:22:53   0.7   0.0   0.8  98.4   0.1    2   4334   2995    3    2    2   5.71 
16:22:54   1.2   0.0   0.8  98.0   0.0    2   4586   3182    3    4    4   5.71 
16:22:55   0.2   0.0   0.6  99.2   0.0    2   3069   2181    0    0    5   5.76 
16:22:56   0.2   0.0   0.4  99.4   0.0    2   3331   2297    0    0    0   5.76 
16:22:57   0.1   0.0   0.6  99.2   0.0    2   3272   2285    0    0    0   5.67 
16:22:58   0.2   0.0   0.5  99.3   0.0    2   3135   2180    0    0    0   5.67 
16:22:59   1.2   0.0   1.1  97.5   0.3    2   4704   3285    6    6    6   5.63 
16:23:00   0.3   0.0   0.9  98.8   0.0    2   3714   2545    0    0    0   5.64 
16:23:01   0.1   0.0   0.7  99.2   0.0    3   3244   2235    0    0    0   5.64 
16:23:02   0.1   0.0   0.6  99.3   0.0    2   3358   2305    0    0    0   5.59 
16:23:03   0.7   0.0   0.7  98.6   0.0    3   4526   3066    0    0    0   5.59 
16:23:04   1.1   0.0   1.3  97.4   0.2    2   5082   3483    6    6    6   5.57 
16:23:05   0.4   0.0   0.6  99.0   0.0    2   3554   2397    0    0    0   5.57 
16:23:06   0.3   0.0   0.6  99.1   0.0    2   3367   2300    0    0    0   5.58 
16:23:07   0.1   0.0   0.6  99.3   0.0    3   3176   2184    0    0    0   5.58 
16:23:08   0.3   0.0   0.6  99.1   0.0    2   3637   2491    0    0    0   5.56 
16:23:09   1.1   0.0   1.3  97.5   0.1    2   4860   3357    6    6    6   5.54 
16:23:10   0.1   0.0   0.4  99.4   0.0    2   3265   2254    0    0    0   5.52 
16:23:11   0.1   0.0   0.3  99.6   0.0    2   3185   2160    0    0    0   5.59 
16:23:12   0.6   0.0   0.7  98.7   0.0    2   3900   2686    0    0    0   5.59 
16:23:13   0.5   0.1   0.5  98.9   0.0    2   3873   2631    0    0    0   5.54 
16:23:14   0.9   0.0   1.1  97.7   0.3    1   4710   3283    6    6    6   5.54 
16:23:15   0.2   0.0   0.8  99.1   0.0    4   3438   2343    0    0    0   5.58 
16:23:16   0.1   0.0   0.4  99.5   0.0    2   3232   2214    0    0    0   5.58 
16:23:17   0.2   0.0   0.6  99.2   0.0    3   3046   2100    0    0    0   5.53 
16:23:18   0.2   0.0   0.7  99.1   0.0    3   3555   2425    0    0    0   5.52 
16:23:19   1.2   0.0   1.1  97.6   0.1    2   4779   3336    6    6    6   5.49 
16:23:20   0.1   0.0   0.5  99.4   0.0    2   3524   2409    0    0    2   5.56 
16:23:21   0.1   0.0   0.6  99.3   0.0    2   3246   2241    0    0    0   5.56 
16:23:22   0.4   0.0   0.6  99.0   0.0    2   3840   2639    0    0    0   5.50 
16:23:23   0.2   0.0   0.4  99.4   0.0    2   3300   2283    0    0    0   5.50 
16:23:24   0.8   0.0   1.1  97.9   0.3    3   4468   3129    6    6    6   5.46 
16:23:25   0.2   0.0   0.4  99.4   0.0    2   2076   1441    0    0    0   5.46 
16:23:26   0.2   0.0   0.6  99.2   0.0    2   3179   2171    0    0    0   5.45 
16:23:27   0.3   0.0   0.6  99.1   0.0    3   3366   2332    0    0    0   5.44 
16:23:28   0.2   0.0   0.6  99.1   0.1    2   3439   2347    0    0    1   5.42 
16:23:29   0.9   0.0   1.1  97.9   0.1    2   4470   3210    6    6    6   5.40 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:23:30   0.2   0.0   0.7  99.1   0.0    2   3532   2408    0    0    0   5.40 
16:23:31   0.3   0.0   0.5  99.2   0.0    3   3301   2299    0    0    0   5.48 
16:23:32   0.4   0.0   0.8  98.9   0.0    2   3673   2529    0    0    0   5.48 
16:23:33   0.2   0.0   0.5  99.3   0.0    3   3487   2408    0    0    0   5.44 
16:23:34   1.1   0.0   1.0  97.7   0.3    2   4633   3364    6    6    6   5.44 
16:23:35   0.4   0.0   0.8  98.8   0.0    2   3618   2536    0    0    0   5.47 
16:23:36   0.3   0.0   0.7  99.1   0.0    2   3057   2161    0    0    0   5.47 
16:23:37   0.2   0.0   0.4  99.4   0.0    3   3141   2211    0    0    0   5.46 
16:23:38   0.1   0.0   0.6  99.2   0.1    2   3350   2342    0    0    0   5.47 
16:23:39   0.6   0.0   1.2  98.2   0.0    3   4251   3104    6    6    6   5.41 
16:23:40   0.5   0.0   0.6  98.9   0.0    2   3614   2562    1    0    0   5.45 
16:23:41   0.1   0.0   0.6  99.3   0.0    2   3129   2205    0    0    0   5.45 
16:23:42   0.8   0.0   0.5  98.7   0.0    2   4114   2882    0    0    0   5.40 
16:23:43   0.3   0.0   0.8  98.9   0.0    2   4746   3198    0    0    0   5.40 
16:23:44   1.4   0.0   1.3  97.2   0.1    2   6192   4290    6    6    6   5.41 
16:23:45   0.7   0.0   0.6  98.7   0.0    2   4933   3361    0    0    0   5.41 
16:23:46   0.3   0.0   0.3  99.4   0.0    2   3171   2261    0    0    0   5.51 
16:23:47   0.1   0.0   0.7  99.2   0.0    2   3585   2463    0    0    0   5.51 
16:23:48   0.3   0.0   0.7  98.9   0.2    2   3702   2573    0    0    0   5.46 
16:23:49   0.7   0.0   1.1  98.2   0.0    2   4311   3069    6    6    6   5.46 
16:23:50   0.6   0.0   0.7  98.7   0.0    2   4048   2774    0    0    0   5.46 
16:23:51   0.2   0.0   0.6  99.2   0.0    2   3505   2397    0    0    0   5.50 
16:23:52   0.8   0.0   0.5  98.7   0.0    2   4053   2747    0    0    0   5.50 
16:23:53   0.1   0.0   0.4  99.3   0.2    2   3435   2341    0    0    0   5.46 
16:23:54   0.5   0.0   1.0  98.5   0.0    2   3949   2803    6    6    6   5.46 
16:23:55   0.7   0.0   0.8  98.5   0.0    3   4413   2951    0    0    0   5.47 
16:23:56   0.3   0.0   0.4  99.4   0.0    2   3330   2286    0    0    0   5.47 
16:23:57   0.1   0.0   0.6  99.3   0.0    2   3252   2246    0    0    0   5.50 
16:23:58   0.1   0.0   0.7  99.2   0.0    2   3339   2256    0    0    0   5.50 
16:23:59   0.3   0.0   0.7  98.8   0.2    2   3571   2490    6    6    6   5.44 
16:24:00   0.9   0.0   0.8  98.2   0.0    1   4579   3103    0    0    0   5.46 
16:24:01   0.1   0.0   0.5  99.4   0.0    1   3446   2350    0    0    0   5.46 
