Running for 480.0 seconds (480 samples at 1.0 second intervals).
Power measurements will start in 0 seconds time.

  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:24:02   0.6   0.0   0.6  98.7   0.0    1   3916   2668    0    0    0   5.46 
16:24:03   0.1   0.0   0.6  99.3   0.0    2   3423   2351    0    0    0   5.46 
16:24:04   0.3   0.0   0.8  98.8   0.1    2   3348   2280    2    1    1   5.44 
16:24:05   1.4   0.0   0.9  97.7   0.0    2   4721   3382    4    5    5   5.44 
16:24:06   0.3   0.0   0.5  99.2   0.0    2   3277   2253    0    0    0   5.48 
16:24:07   0.3   0.0   0.7  99.1   0.0    2   3647   2506    1    0    0   5.49 
16:24:08   0.1   0.0   0.8  99.2   0.0    1   3509   2378    0    0    0   5.45 
16:24:09   0.3   0.0   0.4  99.4   0.0    2   3280   2239    0    0    0   5.40 
16:24:10   1.1   0.0   1.0  97.6   0.3    3   4792   3341    6    6    6   5.40 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:24:11   0.1   0.0   0.7  99.2   0.0    2   3360   2322    0    0    0   5.45 
16:24:12   0.5   0.0   0.6  98.9   0.0    3   3776   2566    0    0    0   5.45 
16:24:13   0.4   0.0   0.7  98.9   0.0    2   4207   2965    1    0    0   5.44 
16:24:14   0.4   0.0   0.5  99.1   0.0    2   3413   2335    0    0    0   5.44 
16:24:15   1.3   0.0   1.1  97.4   0.3    1   4905   3476    6    6    6   5.42 
16:24:16   0.2   0.0   0.5  99.3   0.0    2   3251   2238    0    0    0   5.41 
16:24:17   0.1   0.0   0.6  99.3   0.0    2   3180   2213    0    0    0   5.46 
16:24:18   0.3   0.0   0.4  99.3   0.0    4   3380   2338    0    0    0   5.43 
16:24:19   0.2   0.0   0.6  99.2   0.0    2   3390   2321    0    0    0   5.43 
16:24:20   1.3   0.0   0.9  97.8   0.0    4   4711   3222    6    6    6   5.45 
16:24:21   0.1   0.0   0.7  99.2   0.0    2   3271   2261    0    0    1   5.45 
16:24:22   0.4   0.0   0.6  98.9   0.0    2   3928   2690    0    0    1   5.47 
16:24:23   0.1   0.0   0.8  99.1   0.0    2   3534   2417    0    0    0   5.47 
16:24:24   0.2   0.0   0.6  99.2   0.0    2   3384   2303    1    0    0   5.45 
16:24:25   1.2   0.0   0.8  98.0   0.0    2   4329   3039    6    6    6   5.45 
16:24:26   0.2   0.0   0.4  99.4   0.0    2   3563   2407    0    0    0   5.47 
16:24:27   0.2   0.0   0.6  99.2   0.0    3   3586   2454    0    0    0   5.48 
16:24:28   0.1   0.0   0.6  99.2   0.0    2   3439   2327    0    0    0   5.51 
16:24:29   0.3   0.0   0.5  99.2   0.0    2   3457   2365    0    0    0   5.46 
16:24:30   1.3   0.0   1.0  97.4   0.3    2   4706   3327    6    6    6   5.46 
16:24:31   0.1   0.0   0.6  99.3   0.0    2   3505   2406    0    0    0   5.51 
16:24:32   0.4   0.0   0.8  98.7   0.0    1   3668   2491    0    0    0   5.51 
16:24:33   0.3   0.0   0.4  99.4   0.0    2   3439   2331    0    0    0   5.51 
16:24:34   0.1   0.0   0.5  99.4   0.0    2   3294   2261    0    0    0   5.51 
16:24:35   0.8   0.0   1.0  98.2   0.0    2   4559   3199    6    6    6   5.46 
16:24:36   0.4   0.0   0.6  98.9   0.0    2   3580   2438    0    0    0   5.46 
16:24:37   0.3   0.0   0.3  99.4   0.0    2   3211   2191    0    0    0   5.52 
16:24:38   0.1   0.0   0.5  99.4   0.0    2   3470   2404    0    0    0   5.47 
16:24:39   0.4   0.0   0.6  99.0   0.0    2   3600   2454    0    0    0   5.47 
16:24:40   0.9   0.0   1.0  97.8   0.3    2   4516   3253    6    6    7   5.47 
16:24:41   0.5   0.0   0.8  98.7   0.0    2   3896   2677    0    0    0   5.47 
16:24:42   0.2   0.0   0.8  99.1   0.0    2   3482   2424    0    0    0   5.49 
16:24:43   0.3   0.0   0.4  99.4   0.0    2   3162   2215    0    0    0   5.49 
16:24:44   0.2   0.0   0.4  99.4   0.0    2   3267   2291    0    0    0   5.47 
16:24:45   0.9   0.0   1.1  97.8   0.3    2   4443   3148    6    6    6   5.45 
16:24:46   0.3   0.0   0.5  99.2   0.0    1   3525   2426    0    0    2   5.42 
16:24:47   0.2   0.0   0.7  99.1   0.0    3   3425   2369    0    0    0   5.44 
16:24:48   0.3   0.0   0.6  99.1   0.1    2   3230   2260    0    0    0   5.45 
16:24:49   0.2   0.0   0.5  99.3   0.0    3   3281   2247    0    0    0   5.49 
16:24:50   0.8   0.0   1.0  98.2   0.0    3   4364   3253    6    6    6   5.49 
16:24:51   0.4   0.0   0.6  99.1   0.0    2   3515   2357    0    0    0   5.47 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:24:52   1.3   0.0   0.8  98.0   0.0    2   4667   3152    6    0    0   5.47 
16:24:53   0.2   0.0   0.7  98.9   0.2    1   3188   2167    0    0    0   5.50 
16:24:54   0.2   0.0   0.4  99.4   0.0    2   3361   2289    0    0    0   5.50 
16:24:55   0.7   0.0   0.8  98.5   0.0    2   4126   2884    6    6    6   5.47 
16:24:56   0.6   0.0   0.6  98.9   0.0    2   3908   2656    0    0    0   5.47 
16:24:57   0.1   0.0   0.5  99.4   0.0    2   3131   2139    0    0    0   5.51 
16:24:58   0.2   0.0   0.4  99.4   0.0    2   3079   2122    0    0    0   5.45 
16:24:59   0.1   0.0   0.6  99.1   0.2    1   3183   2165    0    0    0   5.45 
16:25:00   0.8   0.0   1.0  98.2   0.0    2   3990   2875    6    6    6   5.41 
16:25:01   0.5   0.0   0.6  98.9   0.0    2   3980   2673    0    0    0   5.41 
16:25:02   0.4   0.0   0.8  98.9   0.0    2   3983   2698    0    0    0   5.46 
16:25:03   0.2   0.0   0.3  99.6   0.0    2   3369   2314    0    0    0   5.46 
16:25:04   0.1   0.0   0.4  99.5   0.0    2   3150   2124    0    0    0   5.43 
16:25:05   0.7   0.0   1.1  97.9   0.3    3   3801   2657    6    6    6   5.43 
16:25:06   0.8   0.0   0.8  98.5   0.0    2   4390   2911    0    0    0   5.37 
16:25:07   0.1   0.0   0.8  99.1   0.0    5   3314   2278    0    0    0   5.46 
16:25:08   0.2   0.0   0.6  99.2   0.0    2   3193   2182    0    0    0   5.46 
16:25:09   0.2   0.0   0.6  99.2   0.0    2   3373   2285    0    0    0   5.44 
16:25:10   0.2   0.0   0.8  98.9   0.2    3   3320   2348    5    5    5   5.44 
16:25:11   0.9   0.0   0.6  98.4   0.0    2   4583   3117    1    1    1   5.36 
16:25:12   0.6   0.0   0.5  98.9   0.0    2   3838   2641    0    0    0   5.36 
16:25:13   0.3   0.0   0.3  99.4   0.0    2   3147   2165    0    0    0   5.46 
16:25:14   0.1   0.0   0.5  99.4   0.0    3   3360   2293    0    0    0   5.46 
16:25:15   0.2   0.0   0.7  99.1   0.0    1   3478   2384    0    0    0   5.41 
16:25:16   1.4   0.0   1.2  97.2   0.3    1   5035   3555    6    6    7   5.40 
16:25:17   0.2   0.0   0.7  99.1   0.0    3   3311   2256    0    0    0   5.47 
16:25:18   0.1   0.0   0.6  99.3   0.0    2   3384   2297    0    0    0   5.46 
16:25:19   0.3   0.0   0.6  99.1   0.0    1   3256   2221    0    0    0   5.46 
16:25:20   0.1   0.0   0.5  99.4   0.0    2   3361   2271    0    0    0   5.41 
16:25:21   1.1   0.0   1.1  97.6   0.3    1   4515   3173    6    6    6   5.41 
16:25:22   0.5   0.0   0.8  98.7   0.0    3   3819   2569    0    0    0   5.47 
16:25:23   0.1   0.0   0.6  99.3   0.0    2   3297   2240    0    0    0   5.47 
16:25:24   0.3   0.0   0.5  99.2   0.0    2   3221   2190    0    0    0   5.44 
16:25:25   0.1   0.0   0.7  99.2   0.0    2   3501   2399    0    0    4   5.44 
16:25:26   0.9   0.0   1.1  97.8   0.3    2   4688   3282    6    6    6   5.39 
16:25:27   0.2   0.0   0.6  99.2   0.0    2   3547   2450    0    0    1   5.48 
16:25:28   0.2   0.0   0.6  99.2   0.0    2   3218   2174    0    0    0   5.48 
16:25:29   0.2   0.0   0.5  99.3   0.0    2   3374   2347    2    0    0   5.47 
16:25:30   0.3   0.0   0.4  99.2   0.0    2   3341   2286    0    0    0   5.47 
16:25:31   1.2   0.0   0.9  97.7   0.3    2   4853   3411    6    6    6   5.41 
16:25:32   0.6   0.0   0.5  98.9   0.0    3   3910   2639    0    0    0   5.41 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:25:33   0.1   0.0   0.5  99.4   0.0    3   3355   2300    0    0    0   5.48 
16:25:34   0.1   0.1   0.5  99.3   0.0    2   3191   2183    0    0    0   5.48 
16:25:35   0.1   0.0   0.6  99.3   0.0    2   3432   2342    0    0    0   5.42 
16:25:36   1.1   0.0   1.1  97.6   0.3    2   4817   3390    6    6    6   5.40 
16:25:37   0.1   0.0   0.8  99.2   0.0    2   3508   2398    0    0    0   5.44 
16:25:38   0.2   0.0   0.5  99.3   0.0    2   3279   2260    0    0    0   5.45 
16:25:39   0.3   0.0   0.7  99.1   0.0    2   3404   2350    1    0    0   5.45 
16:25:40   0.1   0.0   0.3  99.6   0.0    3   3102   2122    0    0    0   5.40 
16:25:41   1.1   0.0   1.1  97.5   0.3    2   4287   3028    6    6    6   5.40 
16:25:42   0.5   0.0   0.8  98.7   0.0    2   4203   2893    0    0    0   5.42 
16:25:43   0.2   0.0   0.8  99.1   0.0    2   3399   2346    0    0    0   5.42 
16:25:44   0.3   0.0   0.6  99.1   0.0    2   3363   2368    0    0    0   5.44 
16:25:45   0.1   0.0   0.3  99.6   0.0    2   3371   2308    0    0    0   5.44 
16:25:46   0.7   0.0   1.3  97.8   0.3    2   4560   3234    6    6    6   5.39 
16:25:47   0.4   0.0   0.6  99.0   0.0    2   3891   2714    0    0    0   5.44 
16:25:48   0.3   0.0   0.8  98.9   0.1    3   3382   2357    0    0    0   5.44 
16:25:49   0.3   0.0   0.5  99.2   0.0    1   3147   2177    0    0    0   5.50 
16:25:50   0.2   0.0   0.8  99.0   0.0    3   3416   2384    0    0    0   5.50 
16:25:51   0.9   0.0   0.8  98.2   0.0    1   3663   2599    6    6    6   5.49 
16:25:52   0.7   0.0   0.8  98.5   0.0    3   4302   2971    0    0    0   5.49 
16:25:53   0.3   0.0   0.6  99.1   0.0    3   3275   2295    0    0    0   5.52 
16:25:54   0.2   0.0   0.8  99.1   0.0    2   3391   2520    0    0    0   5.52 
16:25:55   0.1   0.0   0.7  99.2   0.0    4   3166   2157    0    0    0   5.49 
16:25:56   1.0   0.0   1.0  98.0   0.0    3   4305   3044    6    6    6   5.46 
16:25:57   0.3   0.0   0.6  98.9   0.2    3   3487   2357    0    0    0   5.46 
16:25:58   0.2   0.0   0.6  99.1   0.1    2   3398   2317    0    0    1   5.48 
16:25:59   0.3   0.0   0.6  99.1   0.0    2   3356   2293    0    0    0   5.48 
16:26:00   0.3   0.0   0.6  99.1   0.0    3   3133   2139    0    0    0   5.50 
16:26:01   0.7   0.0   0.9  98.4   0.0    4   4062   2825    6    6    6   5.50 
16:26:02   0.8   0.0   0.6  98.6   0.0    3   4278   2845    0    0    2   5.49 
16:26:03   0.4   0.0   0.7  98.9   0.0    2   3561   2424    0    0    0   5.49 
16:26:04   0.1   0.0   0.4  99.5   0.0    1   3125   2129    0    0    0   5.51 
16:26:05   0.3   0.0   0.6  99.1   0.0    3   3293   2217    0    0    0   5.52 
16:26:06   0.7   0.0   1.0  98.3   0.0    1   3904   2717    6    6    6   5.51 
16:26:07   0.5   0.0   0.7  98.8   0.0    1   4126   2796    0    0    0   5.47 
16:26:08   0.3   0.0   0.6  99.1   0.1    1   3160   2170    0    0    0   5.47 
16:26:09   0.1   0.0   0.6  99.2   0.1    2   3379   2336    0    0    0   5.46 
16:26:10   0.3   0.0   0.4  99.4   0.0    2   3356   2291    0    0    0   5.46 
16:26:11   0.5   0.0   0.9  98.6   0.0    3   3702   2605    6    6    6   5.45 
16:26:12   0.9   0.0   0.8  98.4   0.0    2   4458   2969    0    0    0   5.45 
16:26:13   0.1   0.0   0.4  99.4   0.0    1   3388   2331    0    0    0   5.47 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:26:14   0.3   0.0   0.6  98.9   0.2    1   3400   2334    0    0    0   5.47 
16:26:15   0.1   0.0   0.6  99.2   0.0    1   3290   2239    0    0    0   5.44 
16:26:16   0.6   0.0   0.9  98.6   0.0    1   3642   2541    6    6    6   5.43 
16:26:17   0.9   0.0   0.7  98.4   0.0    3   4385   3019    0    0    0   5.43 
16:26:18   0.1   0.0   0.5  99.4   0.0    2   2984   2070    0    0    0   5.45 
16:26:19   0.1   0.0   0.4  99.4   0.0    3   3340   2282    0    0    0   5.45 
16:26:20   0.1   0.0   0.8  98.9   0.3    3   3244   2205    0    0    0   5.41 
16:26:21   0.3   0.0   0.8  98.9   0.0    3   3355   2287    3    2    2   5.41 
16:26:22   1.3   0.0   1.0  97.7   0.0    1   5064   3542    3    4    4   5.41 
16:26:23   0.4   0.0   0.6  99.1   0.0    1   3538   2409    0    0    0   5.41 
16:26:24   0.1   0.0   0.7  99.2   0.0    4   3202   2165    0    0    0   5.43 
16:26:25   0.2   0.0   0.5  99.1   0.2    2   3369   2276    0    0    0   5.43 
16:26:26   0.1   0.0   0.6  99.3   0.0    2   3244   2230    0    0    0   5.39 
16:26:27   1.1   0.0   1.3  97.7   0.0    3   4696   3277    6    6    6   5.44 
16:26:28   0.3   0.0   0.3  99.5   0.0    2   3422   2327    0    0    0   5.44 
16:26:29   0.1   0.0   0.4  99.4   0.0    1   3165   2182    0    0    0   5.43 
16:26:30   0.1   0.0   0.7  99.2   0.0    4   3270   2230    0    0    0   5.43 
16:26:31   0.1   0.0   0.5  99.1   0.3    2   3285   2249    0    0    1   5.39 
16:26:32   1.3   0.0   1.0  97.7   0.0    2   5190   3631    7    6    6   5.39 
16:26:33   0.3   0.0   0.5  99.2   0.0    2   3519   2406    0    0    0   5.46 
16:26:34   0.2   0.0   0.5  99.3   0.0    2   3299   2271    0    0    0   5.48 
16:26:35   0.3   0.0   0.5  99.2   0.0    2   3365   2317    0    0    0   5.45 
16:26:36   1.0   0.0   0.9  97.9   0.2    2   4567   3304    1    0    0   5.42 
16:26:37   1.1   0.0   1.3  97.7   0.0    2   4732   3237    6    6    6   5.42 
16:26:38   0.1   0.0   0.6  99.2   0.0    3   3312   2276    0    0    0   5.53 
16:26:39   0.2   0.0   0.6  99.2   0.0    2   3239   2235    0    0    0   5.53 
16:26:40   0.3   0.0   0.6  99.2   0.0    2   3179   2169    0    0    0   5.53 
16:26:41   0.1   0.0   0.6  99.1   0.2    2   3253   2252    0    0    0   5.53 
16:26:42   1.2   0.0   1.1  97.7   0.0    2   5121   3578    6    6    6   5.52 
16:26:43   0.3   0.0   0.6  99.2   0.0    2   3435   2372    0    0    0   5.51 
16:26:44   0.1   0.0   0.4  99.4   0.0    2   3249   2214    0    0    0   5.56 
16:26:45   0.1   0.0   0.6  99.3   0.0    2   3511   2435    0    0    0   5.53 
16:26:46   0.2   0.0   0.5  99.3   0.0    2   3082   2131    0    0    0   5.53 
16:26:47   1.1   0.0   1.2  97.4   0.3    1   4969   3492    6    6    6   5.48 
16:26:48   0.1   0.0   0.6  99.2   0.1    1   3533   2452    0    0    0   5.48 
16:26:49   0.4   0.0   0.6  99.1   0.0    2   3334   2349    0    0    0   5.61 
16:26:50   0.1   0.0   0.5  99.4   0.0    2   3412   2356    0    0    0   5.61 
16:26:51   0.2   0.0   0.6  99.2   0.0    2   3323   2296    0    0    0   5.59 
16:26:52   1.2   0.0   0.8  98.0   0.0    3   5114   3486    6    6    6   5.59 
16:26:53   0.1   0.0   0.8  99.0   0.1    1   3393   2363    0    0    0   5.55 
16:26:54   0.2   0.0   0.8  99.1   0.0    2   3340   2330    0    0    0   5.56 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:26:55   0.2   0.0   0.5  99.3   0.0    3   3376   2384    0    0    0   5.60 
16:26:56   0.2   0.0   0.6  99.2   0.0    2   3309   2306    0    0    0   5.56 
16:26:57   0.7   0.0   1.2  98.1   0.0    2   4270   3040    6    6    6   5.56 
16:26:58   0.3   0.0   0.6  99.1   0.0    2   3414   2445    0    0    0   5.56 
16:26:59   0.1   0.0   0.4  99.2   0.2    2   3342   2282    0    0    0   5.56 
16:27:00   0.2   0.0   0.5  99.3   0.0    2   3373   2311    0    0    0   5.54 
16:27:01   0.2   0.0   0.6  99.2   0.0    2   3317   2267    0    0    0   5.54 
16:27:02   1.5   0.0   1.0  97.5   0.0    3   4866   3343    6    6    6   5.55 
16:27:03   0.4   0.0   0.5  99.1   0.0    3   3589   2456    0    0    0   5.55 
16:27:04   0.1   0.0   0.4  99.4   0.0    2   3171   2168    0    0    0   5.58 
16:27:05   0.3   0.0   0.5  99.0   0.2    2   3663   2478    0    0    0   5.52 
16:27:06   0.3   0.0   0.6  99.1   0.0    3   3228   2208    0    0    0   5.52 
16:27:07   0.9   0.0   1.1  98.0   0.0    3   4834   3362    6    6    6   5.60 
16:27:08   0.4   0.0   0.8  98.7   0.0    2   3717   2539    0    0    0   5.60 
16:27:09   0.3   0.0   0.7  99.1   0.0    2   3546   2414    0    0    1   5.59 
16:27:10   0.2   0.0   0.6  99.2   0.0    2   3371   2322    0    0    0   5.59 
16:27:11   0.1   0.0   0.5  99.2   0.2    2   3378   2325    0    0    0   5.55 
16:27:12   1.4   0.0   1.1  97.4   0.0    3   4775   3319    6    6    6   5.55 
16:27:13   0.4   0.0   0.6  99.0   0.0    2   3608   2503    1    0    1   5.52 
16:27:14   0.2   0.0   0.7  99.1   0.0    2   3280   2258    0    0    0   5.54 
16:27:15   0.1   0.0   0.6  99.3   0.0    2   3568   2453    1    0    1   5.56 
16:27:16   0.2   0.0   0.4  99.4   0.0    4   3272   2261    0    0    0   5.50 
16:27:17   0.6   0.0   1.2  98.0   0.2    2   4091   2835    6    6    6   5.50 
16:27:18   0.5   0.0   0.6  98.9   0.0    1   3906   2626    0    0    0   5.53 
16:27:19   0.2   0.0   0.5  99.3   0.0    2   3485   2359    0    0    0   5.53 
16:27:20   0.2   0.0   0.4  99.4   0.0    2   3496   2359    0    0    0   5.53 
16:27:21   0.1   0.0   0.4  99.5   0.0    2   3453   2320    0    0    0   5.53 
16:27:22   1.0   0.0   1.1  97.7   0.3    2   4773   3338    6    6    6   5.47 
16:27:23   0.4   0.0   0.5  99.1   0.0    2   3979   2682    0    0    0   5.47 
16:27:24   0.3   0.0   0.6  99.1   0.0    2   3155   2141    0    0    0   5.54 
16:27:25   0.3   0.0   0.6  99.1   0.0    2   3293   2257    0    0    0   5.48 
16:27:26   0.1   0.0   0.4  99.5   0.0    2   3135   2139    0    0    0   5.48 
16:27:27   0.4   0.0   0.9  98.4   0.3    1   4105   2894    6    6    6   5.42 
16:27:28   0.8   0.0   0.6  98.6   0.0    1   4209   2901    0    0    0   5.42 
16:27:29   0.3   0.0   0.5  99.2   0.0    2   3441   2327    0    0    0   5.48 
16:27:30   0.1   0.0   0.6  99.3   0.0    2   3122   2128    0    0    0   5.48 
16:27:31   0.1   0.0   0.4  99.5   0.0    2   3112   2114    0    0    0   5.48 
16:27:32   0.6   0.0   0.8  98.4   0.2    3   3974   2727    6    5    5   5.48 
16:27:33   0.8   0.0   0.6  98.5   0.0    3   4466   3017    0    1    1   5.43 
16:27:34   0.3   0.0   0.4  99.3   0.0    2   3329   2285    0    0    0   5.49 
16:27:35   0.2   0.0   0.4  99.4   0.0    2   3613   2427    0    0    0   5.49 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:27:36   0.2   0.0   0.8  99.1   0.0    2   3024   2044    0    0    0   5.46 
16:27:37   0.1   0.0   0.5  99.4   0.0    2   3395   2329    0    0    0   5.46 
16:27:38   1.1   0.0   1.1  97.4   0.3    2   4773   3324    6    6    7   5.46 
16:27:39   0.3   0.0   0.5  99.2   0.0    2   3399   2337    0    0    0   5.46 
16:27:40   0.1   0.0   0.6  99.2   0.0    3   3182   2197    0    0    0   5.49 
16:27:41   0.1   0.0   0.6  99.2   0.0    2   3433   2345    0    0    0   5.49 
16:27:42   0.4   0.0   0.6  99.1   0.0    2   3952   2723    0    0    0   5.54 
16:27:43   1.2   0.0   1.1  97.7   0.0    1   4778   3301    6    6    6   5.53 
16:27:44   0.4   0.0   0.4  99.1   0.1    2   2847   1991    0    0    0   5.54 
16:27:45   0.2   0.0   0.4  99.4   0.0    2   3390   2343    0    0    0   5.51 
16:27:46   0.1   0.0   0.8  99.1   0.0    1   3363   2341    0    0    0   5.51 
16:27:47   0.2   0.0   0.6  99.2   0.0    1   3473   2396    0    0    0   5.50 
16:27:48   1.2   0.0   1.1  97.7   0.1    1   4904   3386    6    6    6   5.50 
16:27:49   0.1   0.0   0.4  99.5   0.0    3   3054   2096    0    0    0   5.50 
16:27:50   0.2   0.0   0.4  99.4   0.0    3   3227   2227    0    0    0   5.50 
16:27:51   0.2   0.0   0.5  99.3   0.0    2   3378   2305    0    0    0   5.56 
16:27:52   0.3   0.0   0.6  99.1   0.0    2   4070   2740    0    0    0   5.54 
16:27:53   1.1   0.0   1.1  97.8   0.1    2   4888   3456    7    6    6   5.51 
16:27:54   0.2   0.0   0.6  99.2   0.0    2   3349   2345    0    0    0   5.58 
16:27:55   0.3   0.0   0.5  99.2   0.0    2   3311   2296    0    0    0   5.58 
16:27:56   0.1   0.0   0.6  99.2   0.0    2   3342   2297    0    0    0   5.51 
16:27:57   0.2   0.0   0.6  99.2   0.0    2   3269   2265    0    0    0   5.51 
16:27:58   1.1   0.0   0.9  98.0   0.0    1   4645   3319    6    6    6   5.48 
16:27:59   0.2   0.0   0.5  99.3   0.0    2   3359   2354    0    0    0   5.48 
16:28:00   0.3   0.0   0.3  99.4   0.0    2   3371   2334    0    0    0   5.53 
16:28:01   0.1   0.0   0.5  99.4   0.0    2   3514   2453    0    0    0   5.54 
16:28:02   0.5   0.0   0.6  98.9   0.0    3   3757   2658    0    0    0   5.53 
16:28:03   1.0   0.0   1.1  97.9   0.1    3   4593   3299    6    6    6   5.52 
16:28:04   0.3   0.0   0.4  99.2   0.0    2   3463   2338    0    0    0   5.52 
16:28:05   0.3   0.0   0.5  99.1   0.1    2   3380   2278    0    0    0   5.53 
16:28:06   0.1   0.0   0.5  99.4   0.0    3   3291   2247    0    0    0   5.53 
16:28:07   0.2   0.0   0.3  99.6   0.0    2   3446   2318    0    0    0   5.51 
16:28:08   0.9   0.0   1.2  97.9   0.0    2   4649   3250    6    6    6   5.51 
16:28:09   0.3   0.0   0.4  99.4   0.0    2   3271   2218    0    0    0   5.50 
16:28:10   0.2   0.0   0.8  99.1   0.0    2   3480   2381    0    0    0   5.50 
16:28:11   0.4   0.0   0.7  98.9   0.0    2   3631   2464    0    0    0   5.49 
16:28:12   0.3   0.0   0.4  99.2   0.0    2   3478   2345    0    0    0   5.49 
16:28:13   0.7   0.0   0.9  98.4   0.0    2   4348   2998    6    6    6   5.55 
16:28:14   0.3   0.0   0.6  99.2   0.0    2   3539   2379    0    0    0   5.57 
16:28:15   0.2   0.0   0.6  99.2   0.0    2   3400   2301    0    0    0   5.57 
16:28:16   0.2   0.0   0.6  99.0   0.2    2   3351   2260    0    0    0   5.54 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:28:17   0.1   0.0   0.4  99.5   0.0    2   3188   2186    0    0    0   5.54 
16:28:18   0.9   0.0   1.1  98.0   0.0    2   4754   3298    6    6    6   5.53 
16:28:19   0.3   0.0   0.7  99.0   0.0    4   3766   2532    0    0    0   5.53 
16:28:20   0.2   0.0   0.4  99.4   0.0    3   3154   2149    0    0    0   5.57 
16:28:21   0.5   0.0   0.7  98.8   0.0    2   3646   2509    0    0    0   5.57 
16:28:22   0.3   0.0   0.6  99.2   0.0    2   3616   2437    0    0    0   5.51 
16:28:23   0.9   0.0   1.0  98.1   0.0    2   4537   3165    6    6    6   5.54 
16:28:24   0.4   0.0   0.7  98.9   0.0    2   3613   2483    0    0    0   5.54 
16:28:25   0.3   0.0   0.7  99.0   0.0    2   3394   2319    0    0    0   5.53 
16:28:26   0.3   0.0   0.4  99.4   0.0    3   3417   2438    4    0    1   5.53 
16:28:27   0.2   0.0   0.7  99.1   0.0    2   3545   2401    0    0    0   5.51 
16:28:28   0.8   0.0   1.1  98.1   0.1    2   4040   2856    6    6    6   5.51 
16:28:29   0.3   0.0   0.6  99.1   0.0    3   3919   2624    0    0    0   5.52 
16:28:30   0.2   0.0   0.6  99.2   0.0    2   3033   2075    0    0    0   5.52 
16:28:31   0.8   0.0   0.5  98.7   0.0    2   3879   2683    0    0    0   5.55 
16:28:32   0.3   0.0   0.5  99.2   0.0    3   3508   2392    0    0    0   5.54 
16:28:33   0.9   0.0   1.4  97.7   0.0    3   4163   2966    6    6    6   5.54 
16:28:34   0.4   0.0   0.6  98.9   0.0    2   3830   2587    0    0    0   5.51 
16:28:35   0.1   0.0   0.6  99.2   0.0    4   3425   2331    0    0    0   5.51 
16:28:36   0.5   0.0   0.4  99.1   0.0    2   3548   2413    0    0    0   5.54 
16:28:37   0.1   0.0   0.6  99.3   0.0    3   3477   2362    0    0    0   5.54 
16:28:38   0.4   0.0   1.0  98.5   0.1    2   3671   2562    6    6    6   5.59 
16:28:39   0.7   0.0   0.8  98.5   0.0    2   4271   2914    1    0    0   5.59 
16:28:40   0.2   0.0   0.4  99.4   0.0    2   3207   2188    0    0    0   5.61 
16:28:41   0.4   0.0   1.1  98.5   0.0    2   3941   2701    0    0    0   5.62 
16:28:42   0.2   0.0   0.4  99.4   0.0    2   3514   2400    0    0    0   5.57 
16:28:43   0.5   0.0   1.3  98.2   0.0    1   4077   2887   12    8    7   5.59 
16:28:44   0.8   0.0   0.6  98.6   0.0    2   4461   3047    0    0    0   5.59 
16:28:45   0.1   0.0   0.7  99.2   0.0    2   3451   2369    0    0    0   5.64 
16:28:46   0.2   0.0   0.5  99.3   0.0    2   3337   2270    0    0    0   5.64 
16:28:47   0.3   0.0   0.4  99.2   0.0    1   3778   2609   11    0    1   5.57 
16:28:48   0.3   0.0   0.8  98.6   0.4    2   3725   2662    3    2   11   5.57 
16:28:49   1.3   0.0   0.8  97.9   0.0    2   4866   3464    3    4    4   5.55 
16:28:50   0.3   0.0   0.6  99.1   0.0    2   3445   2372    0    0    0   5.56 
16:28:51   0.6   0.0   0.5  98.9   0.0    2   3878   2649    0    0    0   5.56 
16:28:52   0.1   0.0   0.6  99.3   0.0    4   3529   2465    1    0    3   5.56 
16:28:53   0.2   0.0   0.5  99.1   0.2    2   3309   2268    0    0    0   5.51 
16:28:54   1.0   0.0   1.3  97.7   0.0    2   4586   3256    6    6    7   5.48 
16:28:55   0.1   0.0   0.5  99.4   0.0    2   3532   2427    0    0    0   5.48 
16:28:56   0.1   0.0   0.4  99.4   0.0    2   3053   2097    0    0    0   5.51 
16:28:57   0.2   0.0   0.6  99.2   0.0    2   2966   2058    0    0    0   5.51 
  Time    User  Nice   Sys  Idle    IO  Run Ctxt/s  IRQ/s Fork Exec Exit  Watts
16:28:58   0.2   0.0   0.7  98.9   0.2    3   3480   2390    0    0    0   5.44 
16:28:59   0.9   0.0   1.1  98.0   0.0    2   4920   3444    6    6   10   5.44 
16:29:00   0.3   0.0   0.5  99.2   0.0    2   3076   2137    0    0    0   5.49 
